flight_number,scheduled_departure_date_local,scheduled_departure_datetime_local,scheduled_departure_station_code,scheduled_arrival_station_code,fleet_type,carrier,difficulty_score,difficulty_category,passengers,total_seats,load_factor,total_bags,checked_bags,transfer_bags,hot_transfer_bags,special_service_requests,scheduled_ground_time_minutes,minimum_turn_minutes,ground_buffer
2138,2025-08-11,2025-08-11T14:05:00Z,ORD,LGA,B737-800,Mainline,49.0,Medium,180,166,108.4,154,53,18,12,0.0,62,51,11
1269,2025-08-04,2025-08-04T18:00:00Z,ORD,CLE,B737-700,Mainline,48.0,Medium,149,126,118.3,185,20,63,19,0.0,69,43,26
1857,2025-08-14,2025-08-14T10:54:00Z,ORD,MIA,B737-800,Mainline,55.0,Medium,185,166,111.4,200,72,27,2,0.0,59,60,-1
1297,2025-08-15,2025-08-15T08:45:00Z,ORD,DFW,B737-700,Mainline,46.0,Medium,111,126,88.1,165,62,16,9,0.0,60,43,17
5790,2025-08-11,2025-08-11T18:20:00Z,ORD,CRW,CRJ-200,Express,71.0,Medium-High,49,50,98.0,80,19,21,0,0.0,-15,29,-44
1832,2025-08-07,2025-08-07T07:10:00Z,ORD,CMH,B737-700,Mainline,31.0,Medium-Low,76,126,60.3,64,11,21,0,0.0,735,43,692
5748,2025-08-06,2025-08-06T13:02:00Z,ORD,YWG,ERJ-175,Express,54.0,Medium,79,70,112.9,100,12,37,2,0.0,47,42,5
5470,2025-08-03,2025-08-03T08:40:00Z,ORD,GEG,ERJ-175,Express,63.0,Medium-High,94,76,123.7,131,27,31,15,0.0,43,34,9
342,2025-08-02,2025-08-02T09:26:00Z,ORD,GCM,B737-900,Mainline,45.0,Medium,188,179,105.0,309,92,61,3,0.0,81,70,11
1100,2025-08-01,2025-08-01T07:10:00Z,ORD,PDX,B737-MAX9,Mainline,47.0,Medium,223,179,124.6,307,82,52,39,0.0,514,64,450
5358,2025-08-08,2025-08-08T14:35:00Z,ORD,CAK,CRJ-550,Express,68.0,Medium-High,43,50,86.0,66,12,21,0,0.0,-88,29,-117
5534,2025-08-14,2025-08-14T15:40:00Z,ORD,ICT,CRJ-550,Express,49.0,Medium,53,50,106.0,77,6,30,5,0.0,45,29,16
5448,2025-08-14,2025-08-14T14:00:00Z,ORD,FWA,CRJ-200,Express,56.0,Medium,50,50,100.0,116,19,30,18,0.0,130,29,101
5493,2025-08-01,2025-08-01T11:05:00Z,ORD,ATW,CRJ-200,Express,37.0,Medium-Low,48,50,96.0,97,18,30,1,0.0,104,29,75
5726,2025-08-10,2025-08-10T07:25:00Z,ORD,TYS,CRJ-550,Express,42.0,Medium,40,50,80.0,36,3,15,0,0.0,48,29,19
1848,2025-08-07,2025-08-07T10:35:00Z,ORD,ATL,B737-700,Mainline,39.0,Medium-Low,161,126,127.8,138,51,16,4,0.0,70,43,27
5577,2025-08-15,2025-08-15T07:00:00Z,ORD,JAX,ERJ-175,Express,66.0,Medium-High,74,70,105.7,104,35,16,2,0.0,-39,34,-73
4436,2025-08-05,2025-08-05T12:45:00Z,ORD,SGF,CRJ-550,Express,51.0,Medium,52,50,104.0,99,9,33,15,0.0,65,29,36
359,2025-08-09,2025-08-09T09:16:00Z,ORD,MEX,A320-200,Mainline,50.0,Medium,170,150,113.3,276,90,48,0,0.0,95,60,35
1358,2025-08-02,2025-08-02T07:00:00Z,ORD,RDU,A319-100,Mainline,30.0,Medium-Low,92,126,73.0,85,18,23,3,0.0,497,43,454
411,2025-08-04,2025-08-04T10:45:00Z,ORD,DTW,B737-700,Mainline,48.0,Medium,140,126,111.1,227,20,91,5,0.0,77,43,34
617,2025-08-07,2025-08-07T18:35:00Z,ORD,CLT,B737-MAX8,Mainline,55.0,Medium,205,166,123.5,126,28,35,0,0.0,85,51,34
1756,2025-08-04,2025-08-04T21:14:00Z,ORD,YYZ,B737-800,Mainline,68.0,Medium-High,187,166,112.7,207,50,46,15,0.0,57,65,-8
987,2025-08-06,2025-08-06T18:00:00Z,ORD,CDG,B787-10,Mainline,56.0,Medium,406,318,127.7,404,141,55,12,0.0,290,155,135
1599,2025-08-04,2025-08-04T08:45:00Z,ORD,DEN,B777-2HD,Mainline,43.0,Medium,383,364,105.2,544,187,77,16,0.0,754,87,667
2658,2025-08-14,2025-08-14T16:00:00Z,ORD,SMF,A320-200,Mainline,47.0,Medium,154,150,102.7,239,43,76,1,0.0,104,46,58
5320,2025-08-03,2025-08-03T19:40:00Z,ORD,MKE,CRJ-200,Express,52.0,Medium,50,50,100.0,114,16,33,16,0.0,54,29,25
1905,2025-08-13,2025-08-13T18:10:00Z,ORD,PIT,A320-200,Mainline,57.0,Medium,163,150,108.7,210,28,75,4,0.0,60,46,14
2665,2025-08-14,2025-08-14T21:07:00Z,ORD,IAH,B737-MAX9,Mainline,45.0,Medium,140,179,78.2,171,37,44,9,0.0,72,56,16
2649,2025-08-14,2025-08-14T14:27:00Z,ORD,EWR,B757-200,Mainline,46.0,Medium,204,176,115.9,292,107,39,0,0.0,162,64,98
1297,2025-08-11,2025-08-11T08:45:00Z,ORD,DFW,A319-100,Mainline,46.0,Medium,126,126,100.0,149,48,20,13,0.0,75,43,32
3694,2025-08-11,2025-08-11T10:45:00Z,ORD,ROC,ERJ-175,Express,44.0,Medium,73,76,96.1,96,9,34,10,0.0,70,34,36
2661,2025-08-13,2025-08-13T10:00:00Z,ORD,LGA,B737-MAX9,Mainline,61.0,Medium-High,202,179,112.8,140,57,10,6,0.0,44,62,-18
2090,2025-08-15,2025-08-15T07:01:00Z,ORD,MIA,B737-800,Mainline,34.0,Medium-Low,159,166,95.8,196,87,9,4,0.0,431,51,380
1823,2025-08-05,2025-08-05T07:10:00Z,ORD,IAH,A321-2NX,Mainline,36.0,Medium-Low,239,200,119.5,211,94,10,3,0.0,477,62,415
912,2025-08-15,2025-08-15T21:10:00Z,ORD,KEF,B757-200,Mainline,50.0,Medium,174,176,98.9,324,48,106,16,0.0,150,75,75
1815,2025-08-12,2025-08-12T10:50:00Z,ORD,MSY,A320-200,Mainline,42.0,Medium,116,150,77.3,171,42,41,5,0.0,66,46,20
2323,2025-08-15,2025-08-15T09:15:00Z,ORD,MCO,A321-2NX,Mainline,51.0,Medium,243,200,121.5,414,34,173,0,0.0,86,62,24
4599,2025-08-12,2025-08-12T19:45:00Z,ORD,BHM,CRJ-550,Express,41.0,Medium,32,50,64.0,62,10,20,2,0.0,155,29,126
1980,2025-08-06,2025-08-06T06:00:00Z,ORD,LGA,B737-800,Mainline,38.0,Medium-Low,142,166,85.5,108,24,23,14,0.0,655,51,604
5021,2025-08-01,2025-08-01T20:50:00Z,ORD,SUX,CRJ-550,Express,66.0,Medium-High,58,50,116.0,30,4,10,2,0.0,25,29,-4
1905,2025-08-15,2025-08-15T18:10:00Z,ORD,PIT,A320-200,Mainline,45.0,Medium,137,150,91.3,128,12,49,6,0.0,65,46,19
5290,2025-08-10,2025-08-10T19:45:00Z,ORD,BOI,ERJ-175,Express,38.0,Medium-Low,69,70,98.6,89,22,20,5,0.0,81,34,47
5833,2025-08-05,2025-08-05T18:11:00Z,ORD,DTW,ERJ-175,Express,44.0,Medium,76,76,100.0,98,17,32,0,0.0,86,34,52
1314,2025-08-01,2025-08-01T14:26:00Z,ORD,IAH,A321-2NX,Mainline,60.0,Medium,239,200,119.5,348,111,60,6,0.0,72,62,10
1620,2025-08-14,2025-08-14T08:50:00Z,ORD,SEA,A321-2NX,Mainline,60.0,Medium,214,200,107.0,231,33,76,13,0.0,72,62,10
4791,2025-08-11,2025-08-11T10:35:00Z,ORD,SBN,CRJ-550,Express,44.0,Medium,49,50,98.0,82,5,32,8,0.0,56,29,27
4739,2025-08-04,2025-08-04T15:35:00Z,ORD,GRB,CRJ-200,Express,48.0,Medium,53,50,106.0,114,18,33,12,0.0,1995,29,1966
3707,2025-08-14,2025-08-14T19:45:00Z,ORD,IND,ERJ-175,Express,44.0,Medium,31,76,40.8,34,0,15,4,0.0,52,39,13
2172,2025-08-14,2025-08-14T16:05:00Z,ORD,FAI,B737-MAX8,Mainline,52.0,Medium,173,166,104.2,304,8,144,0,0.0,77,51,26
4809,2025-08-01,2025-08-01T09:03:00Z,ORD,ICT,ERJ-175,Express,49.0,Medium,83,76,109.2,148,11,63,0,0.0,58,34,24
4387,2025-08-07,2025-08-07T09:20:00Z,ORD,CID,CRJ-550,Express,45.0,Medium,42,50,84.0,74,2,35,0,0.0,75,29,46
3655,2025-08-13,2025-08-13T12:50:00Z,ORD,PIT,ERJ-175,Express,61.0,Medium-High,76,76,100.0,175,31,46,21,0.0,49,39,10
5790,2025-08-03,2025-08-03T18:20:00Z,ORD,CRW,CRJ-200,Express,51.0,Medium,66,50,132.0,104,19,33,0,0.0,90,29,61
5532,2025-08-11,2025-08-11T07:24:00Z,ORD,MCI,ERJ-175,Express,31.0,Medium-Low,63,70,90.0,59,21,7,3,0.0,865,34,831
3451,2025-08-14,2025-08-14T13:55:00Z,ORD,PWM,ERJ-175,Express,64.0,Medium-High,91,76,119.7,120,14,37,18,0.0,49,34,15
5020,2025-08-09,2025-08-09T12:30:00Z,ORD,FOD,CRJ-200,Express,35.0,Medium-Low,15,50,30.0,40,9,8,6,0.0,40,29,11
5020,2025-08-07,2025-08-07T12:30:00Z,ORD,FOD,CRJ-200,Express,39.0,Medium-Low,24,50,48.0,56,11,17,0,0.0,40,29,11
5474,2025-08-08,2025-08-08T18:35:00Z,ORD,MBS,CRJ-550,Express,48.0,Medium,55,50,110.0,70,0,35,0,0.0,105,29,76
3523,2025-08-10,2025-08-10T15:17:00Z,ORD,RIC,ERJ-175,Express,45.0,Medium,95,76,125.0,95,27,20,1,0.0,47,34,13
5643,2025-08-11,2025-08-11T21:10:00Z,ORD,CAK,CRJ-550,Express,52.0,Medium,40,50,80.0,100,1,43,12,0.0,45,29,16
2483,2025-08-09,2025-08-09T10:35:00Z,ORD,IAH,B737-MAX9,Mainline,55.0,Medium,217,179,121.2,341,73,94,7,0.0,79,62,17
2148,2025-08-08,2025-08-08T19:40:00Z,ORD,SAT,A320-200,Mainline,54.0,Medium,140,150,93.3,269,20,106,17,0.0,60,46,14
1576,2025-08-03,2025-08-03T20:00:00Z,ORD,LGA,B737-800,Mainline,47.0,Medium,164,166,98.8,160,73,7,0,0.0,63,60,3
2008,2025-08-12,2025-08-12T11:02:00Z,ORD,MCO,B757-300,Mainline,50.0,Medium,252,234,107.7,214,57,50,0,0.0,81,66,15
1387,2025-08-11,2025-08-11T08:50:00Z,ORD,SFO,B777-300,Mainline,48.0,Medium,448,350,128.0,540,177,82,22,0.0,759,87,672
2488,2025-08-04,2025-08-04T12:00:00Z,ORD,LGA,B737-800,Mainline,61.0,Medium-High,189,166,113.9,168,81,3,0,0.0,11,51,-40
288,2025-08-06,2025-08-06T18:05:00Z,ORD,SNN,B757-200,Mainline,71.0,Medium-High,186,176,105.7,287,56,80,15,0.0,84,75,9
1832,2025-08-05,2025-08-05T07:10:00Z,ORD,CMH,B737-800,Mainline,36.0,Medium-Low,119,166,71.7,99,13,30,13,0.0,658,51,607
1139,2025-08-12,2025-08-12T09:00:00Z,ORD,DSM,A319-100,Mainline,35.0,Medium-Low,104,126,82.5,87,5,36,5,0.0,75,43,32
5905,2025-08-09,2025-08-09T08:45:00Z,ORD,MTJ,ERJ-175,Express,60.0,Medium,109,76,143.4,103,29,20,5,0.0,43,34,9
380,2025-08-12,2025-08-12T11:59:00Z,ORD,JAX,B737-700,Mainline,34.0,Medium-Low,81,126,64.3,102,42,9,0,0.0,57,43,14
3700,2025-08-11,2025-08-11T07:25:00Z,ORD,BNA,ERJ-175,Express,32.0,Medium-Low,71,76,93.4,72,20,15,2,0.0,65,34,31
4518,2025-08-15,2025-08-15T16:47:00Z,ORD,STL,CRJ-550,Express,62.0,Medium-High,59,50,118.0,102,3,48,0,0.0,44,29,15
1975,2025-08-03,2025-08-03T07:30:00Z,ORD,ATL,A319-100,Mainline,34.0,Medium-Low,130,126,103.2,136,42,25,2,0.0,667,43,624
2200,2025-08-03,2025-08-03T21:16:00Z,ORD,SEA,B737-MAX8,Mainline,55.0,Medium,181,166,109.0,184,33,49,20,0.0,63,51,12
609,2025-08-10,2025-08-10T13:34:00Z,ORD,PHX,B737-900,Mainline,59.0,Medium,197,179,110.1,246,86,37,0,0.0,61,56,5
2424,2025-08-04,2025-08-04T18:20:00Z,ORD,RDU,B737-MAX9,Mainline,43.0,Medium,184,179,102.8,162,28,53,0,0.0,110,56,54
5836,2025-08-05,2025-08-05T10:35:00Z,ORD,TYS,CRJ-550,Express,35.0,Medium-Low,44,50,88.0,59,17,10,5,0.0,56,29,27
3696,2025-08-13,2025-08-13T12:55:00Z,ORD,CVG,ERJ-175,Express,51.0,Medium,96,76,126.3,153,17,50,19,0.0,69,34,35
1502,2025-08-08,2025-08-08T14:08:00Z,ORD,RDU,B737-900,Mainline,49.0,Medium,190,179,106.1,176,27,57,8,0.0,74,56,18
4426,2025-08-07,2025-08-07T10:35:00Z,ORD,BUF,CRJ-550,Express,55.0,Medium,56,50,112.0,115,9,45,7,0.0,43,29,14
5353,2025-08-06,2025-08-06T09:05:00Z,ORD,GRR,CRJ-550,Express,35.0,Medium-Low,43,50,86.0,62,5,25,2,0.0,75,29,46
1775,2025-08-03,2025-08-03T10:45:00Z,ORD,FLL,B737-MAX9,Mainline,53.0,Medium,246,179,137.4,228,94,16,8,0.0,75,56,19
4502,2025-08-03,2025-08-03T10:50:00Z,ORD,LEX,CRJ-550,Express,44.0,Medium,58,50,116.0,98,7,40,4,0.0,58,29,29
600,2025-08-08,2025-08-08T14:40:00Z,ORD,LAS,B737-900,Mainline,39.0,Medium-Low,199,179,111.2,163,42,39,1,0.0,91,56,35
5379,2025-08-02,2025-08-02T13:45:00Z,ORD,SYR,ERJ-175,Express,48.0,Medium,98,76,128.9,91,8,33,9,0.0,66,34,32
5521,2025-08-11,2025-08-11T15:35:00Z,ORD,ATW,CRJ-200,Express,56.0,Medium,50,50,100.0,130,26,34,10,0.0,73,29,44
2182,2025-08-11,2025-08-11T11:20:00Z,ORD,PHL,A320-200,Mainline,45.0,Medium,168,150,112.0,194,56,41,0,0.0,945,110,835
5763,2025-08-05,2025-08-05T12:45:00Z,ORD,TUL,ERJ-175,Express,57.0,Medium,103,76,135.5,104,20,27,10,0.0,47,34,13
4554,2025-08-13,2025-08-13T14:00:00Z,ORD,GRB,CRJ-550,Express,47.0,Medium,49,50,98.0,77,2,33,7,0.0,1555,29,1526
1761,2025-08-15,2025-08-15T19:57:00Z,ORD,FAT,B737-700,Mainline,56.0,Medium,121,126,96.0,227,35,77,3,0.0,62,43,19
1398,2025-08-09,2025-08-09T18:20:00Z,ORD,ATL,B737-800,Mainline,57.0,Medium,70,166,42.2,178,22,66,2,0.0,15,51,-36
3601,2025-08-15,2025-08-15T08:50:00Z,ORD,YYZ,ERJ-175,Express,51.0,Medium,85,76,111.8,90,28,16,2,0.0,52,42,10
5444,2025-08-11,2025-08-11T08:45:00Z,ORD,LIT,CRJ-550,Express,48.0,Medium,52,50,104.0,47,7,14,5,0.0,40,29,11
5360,2025-08-01,2025-08-01T13:55:00Z,ORD,MBS,CRJ-550,Express,46.0,Medium,48,50,96.0,53,2,22,5,0.0,40,29,11
786,2025-08-02,2025-08-02T11:17:00Z,ORD,BTV,A320-200,Mainline,47.0,Medium,195,150,130.0,253,66,58,5,0.0,112,46,66
1316,2025-08-03,2025-08-03T11:14:00Z,ORD,SRQ,A319-100,Mainline,46.0,Medium,136,126,107.9,227,77,36,1,0.0,85,43,42
4491,2025-08-03,2025-08-03T18:30:00Z,ORD,CAE,CRJ-550,Express,35.0,Medium-Low,58,50,116.0,40,14,6,0,0.0,100,29,71
2401,2025-08-09,2025-08-09T10:33:00Z,ORD,NAS,B737-800,Mainline,67.0,Medium-High,277,166,166.9,253,94,31,3,0.0,65,65,0
5234,2025-08-14,2025-08-14T10:35:00Z,ORD,MKE,CRJ-550,Express,55.0,Medium,51,50,102.0,93,0,35,23,0.0,47,29,18
2677,2025-08-03,2025-08-03T17:56:00Z,ORD,IAD,B757-200,Mainline,50.0,Medium,206,176,117.0,362,104,67,20,0.0,231,122,109
2148,2025-08-04,2025-08-04T19:40:00Z,ORD,SAT,A320-200,Mainline,63.0,Medium-High,199,150,132.7,290,41,98,12,0.0,60,46,14
2004,2025-08-08,2025-08-08T13:45:00Z,ORD,SYR,A320-200,Mainline,51.0,Medium,195,150,130.0,248,46,72,12,0.0,84,46,38
2684,2025-08-08,2025-08-08T08:45:00Z,ORD,FCA,B737-900,Mainline,50.0,Medium,233,179,130.2,265,27,90,31,0.0,145,62,83
2665,2025-08-10,2025-08-10T21:07:00Z,ORD,IAH,B737-MAX9,Mainline,54.0,Medium,198,179,110.6,193,60,34,5,0.0,72,56,16
356,2025-08-06,2025-08-06T14:30:00Z,ORD,ATL,B737-700,Mainline,41.0,Medium,121,126,96.0,174,59,28,0,0.0,94,43,51
4519,2025-08-01,2025-08-01T18:20:00Z,ORD,SCE,CRJ-550,Express,42.0,Medium,47,50,94.0,54,0,27,0,0.0,70,29,41
247,2025-08-15,2025-08-15T12:45:00Z,ORD,OMA,A320-200,Mainline,46.0,Medium,162,150,108.0,240,33,71,32,0.0,67,46,21
3700,2025-08-04,2025-08-04T07:25:00Z,ORD,BNA,ERJ-175,Express,33.0,Medium-Low,76,76,100.0,108,47,6,2,0.0,65,34,31
2251,2025-08-10,2025-08-10T10:35:00Z,ORD,PIT,A319-100,Mainline,41.0,Medium,108,126,85.7,164,30,43,18,0.0,70,43,27
2148,2025-08-13,2025-08-13T19:40:00Z,ORD,SAT,A320-200,Mainline,50.0,Medium,83,150,55.3,132,21,42,6,0.0,60,46,14
4554,2025-08-09,2025-08-09T14:00:00Z,ORD,GRB,CRJ-550,Express,49.0,Medium,59,50,118.0,167,1,79,7,0.0,71,29,42
2364,2025-08-07,2025-08-07T10:38:00Z,ORD,CMH,B737-800,Mainline,50.0,Medium,137,166,82.5,159,29,45,11,0.0,69,51,18
1502,2025-08-01,2025-08-01T14:08:00Z,ORD,RDU,B737-900,Mainline,71.0,Medium-High,194,179,108.4,233,57,56,7,0.0,-43,56,-99
265,2025-08-14,2025-08-14T17:55:00Z,ORD,YYZ,A319-100,Mainline,73.0,Medium-High,134,126,106.3,119,24,30,11,0.0,49,52,-3
3551,2025-08-15,2025-08-15T19:40:00Z,ORD,SDF,ERJ-175,Express,34.0,Medium-Low,35,76,46.1,56,1,23,8,0.0,66,34,32
4426,2025-08-05,2025-08-05T10:35:00Z,ORD,BUF,CRJ-550,Express,44.0,Medium,51,50,102.0,38,5,12,4,0.0,42,29,13
5352,2025-08-04,2025-08-04T18:05:00Z,ORD,CAK,CRJ-200,Express,41.0,Medium,52,50,104.0,75,19,16,5,0.0,59,29,30
5253,2025-08-04,2025-08-04T19:42:00Z,ORD,FCA,ERJ-175,Express,41.0,Medium,52,70,74.3,52,5,19,4,0.0,52,34,18
5585,2025-08-07,2025-08-07T12:57:00Z,ORD,ATW,CRJ-550,Express,36.0,Medium-Low,42,50,84.0,42,2,16,6,0.0,59,29,30
1477,2025-08-08,2025-08-08T07:30:00Z,ORD,PHX,B737-MAX9,Mainline,23.0,Medium-Low,90,179,50.3,83,31,9,3,0.0,480,56,424
219,2025-08-01,2025-08-01T09:30:00Z,ORD,HNL,B787-10,Mainline,73.0,Medium-High,429,318,134.9,691,178,151,33,0.0,165,155,10
5358,2025-08-06,2025-08-06T14:35:00Z,ORD,CAK,CRJ-550,Express,36.0,Medium-Low,49,50,98.0,52,12,14,0,0.0,80,29,51
2177,2025-08-10,2025-08-10T14:00:00Z,ORD,MSN,A319-100,Mainline,47.0,Medium,111,126,88.1,151,6,63,13,0.0,245,43,202
5643,2025-08-05,2025-08-05T21:10:00Z,ORD,CAK,CRJ-550,Express,44.0,Medium,31,50,62.0,62,2,26,6,0.0,45,29,16
4597,2025-08-11,2025-08-11T07:15:00Z,ORD,ROA,CRJ-550,Express,54.0,Medium,44,50,88.0,85,13,27,5,0.0,38,29,9
1252,2025-08-08,2025-08-08T07:00:00Z,ORD,DCA,A319-100,Mainline,30.0,Medium-Low,49,126,38.9,42,3,13,10,0.0,850,43,807
4549,2025-08-13,2025-08-13T14:00:00Z,ORD,MLI,CRJ-550,Express,42.0,Medium,49,50,98.0,77,3,33,5,0.0,115,29,86
1612,2025-08-03,2025-08-03T20:00:00Z,ORD,MEM,B737-700,Mainline,43.0,Medium,134,126,106.3,120,25,35,0,0.0,65,43,22
5699,2025-08-11,2025-08-11T18:18:00Z,ORD,SAV,ERJ-175,Express,44.0,Medium,79,76,103.9,110,24,31,0,0.0,93,34,59
4748,2025-08-06,2025-08-06T20:20:00Z,ORD,ATW,CRJ-550,Express,37.0,Medium-Low,18,50,36.0,64,4,28,0,0.0,190,29,161
4610,2025-08-12,2025-08-12T12:41:00Z,ORD,XNA,CRJ-550,Express,48.0,Medium,50,50,100.0,42,12,8,2,0.0,36,29,7
5262,2025-08-07,2025-08-07T12:45:00Z,ORD,LNK,CRJ-200,Express,44.0,Medium,50,50,100.0,91,31,13,3,0.0,40,29,11
1363,2025-08-01,2025-08-01T12:54:00Z,ORD,LAX,A321-2NX,Mainline,70.0,Medium-High,241,200,120.5,264,92,36,8,0.0,12,62,-50
2364,2025-08-14,2025-08-14T10:38:00Z,ORD,CMH,B737-800,Mainline,52.0,Medium,102,166,61.4,154,13,48,32,0.0,59,51,8
3696,2025-08-14,2025-08-14T12:55:00Z,ORD,CVG,ERJ-175,Express,40.0,Medium-Low,55,76,72.4,77,19,17,5,0.0,50,34,16
4518,2025-08-13,2025-08-13T16:47:00Z,ORD,STL,CRJ-550,Express,56.0,Medium,50,50,100.0,66,0,33,0,0.0,291,33,258
5795,2025-08-02,2025-08-02T09:00:00Z,ORD,TUL,ERJ-175,Express,38.0,Medium-Low,84,76,110.5,98,15,33,2,0.0,55,34,21
3598,2025-08-09,2025-08-09T17:55:00Z,ORD,SDF,ERJ-175,Express,49.0,Medium,54,76,71.1,102,1,40,20,0.0,53,34,19
5737,2025-08-12,2025-08-12T21:12:00Z,ORD,OMA,ERJ-175,Express,41.0,Medium,13,70,18.6,62,2,29,0,0.0,513,34,479
1361,2025-08-09,2025-08-09T21:20:00Z,ORD,STL,A319-100,Mainline,52.0,Medium,140,126,111.1,296,10,130,16,0.0,179,43,136
1491,2025-08-10,2025-08-10T10:35:00Z,ORD,DFW,A319-100,Mainline,46.0,Medium,138,126,109.5,199,63,36,1,0.0,65,43,22
845,2025-08-05,2025-08-05T21:20:00Z,ORD,GRU,B787-10,Mainline,47.0,Medium,307,318,96.5,801,90,297,27,0.0,385,155,230
920,2025-08-07,2025-08-07T18:05:00Z,ORD,LHR,B767-300,Mainline,48.0,Medium,170,167,101.8,257,82,39,15,0.0,315,145,170
1580,2025-08-14,2025-08-14T19:35:00Z,ORD,YVR,B737-800,Mainline,65.0,Medium-High,142,166,85.5,183,36,46,19,0.0,45,65,-20
5712,2025-08-05,2025-08-05T13:55:00Z,ORD,GSP,ERJ-175,Express,59.0,Medium,80,76,105.3,99,22,20,15,0.0,40,34,6
445,2025-08-08,2025-08-08T15:50:00Z,ORD,ANC,B737-MAX9,Mainline,64.0,Medium-High,221,179,123.5,352,33,127,32,0.0,68,56,12
5637,2025-08-08,2025-08-08T18:05:00Z,ORD,GRB,CRJ-200,Express,41.0,Medium,52,50,104.0,101,25,23,5,0.0,55,29,26
276,2025-08-07,2025-08-07T21:31:00Z,ORD,IAD,A321-2NX,Mainline,71.0,Medium-High,191,200,95.5,178,37,52,0,0.0,13,62,-49
1756,2025-08-01,2025-08-01T21:14:00Z,ORD,YYZ,B737-800,Mainline,70.0,Medium-High,200,166,120.5,242,45,62,28,0.0,74,65,9
1068,2025-08-10,2025-08-10T08:52:00Z,ORD,IAD,B757-200,Mainline,41.0,Medium,188,176,106.8,271,74,60,3,0.0,942,56,886
1531,2025-08-07,2025-08-07T20:20:00Z,ORD,DSM,A319-100,Mainline,56.0,Medium,134,126,106.3,186,32,61,0,0.0,64,43,21
556,2025-08-05,2025-08-05T07:00:00Z,ORD,CLT,B737-900,Mainline,34.0,Medium-Low,103,179,57.5,95,16,28,7,0.0,447,56,391
5380,2025-08-10,2025-08-10T07:12:00Z,ORD,MSY,ERJ-175,Express,39.0,Medium-Low,70,76,92.1,114,34,23,0,0.0,737,34,703
2683,2025-08-12,2025-08-12T14:06:00Z,ORD,SAN,B737-900,Mainline,32.0,Medium-Low,160,179,89.4,223,66,45,1,0.0,93,56,37
2394,2025-08-13,2025-08-13T18:35:00Z,ORD,DEN,B757-300,Mainline,52.0,Medium,247,234,105.6,272,95,41,0,0.0,114,66,48
920,2025-08-14,2025-08-14T18:05:00Z,ORD,LHR,B767-300,Mainline,45.0,Medium,184,167,110.2,270,93,36,12,0.0,400,145,255
4546,2025-08-05,2025-08-05T18:35:00Z,ORD,AVP,CRJ-550,Express,38.0,Medium-Low,46,50,92.0,36,0,18,0,0.0,95,29,66
1761,2025-08-08,2025-08-08T19:57:00Z,ORD,FAT,B737-700,Mainline,39.0,Medium-Low,145,126,115.1,161,31,49,1,0.0,100,43,57
5021,2025-08-15,2025-08-15T20:50:00Z,ORD,SUX,CRJ-200,Express,51.0,Medium,48,50,96.0,99,16,31,5,0.0,124,29,95
2202,2025-08-09,2025-08-09T18:32:00Z,ORD,IAH,B737-900,Mainline,49.0,Medium,213,179,119.0,294,75,71,2,0.0,90,56,34
2652,2025-08-13,2025-08-13T16:20:00Z,ORD,RSW,B737-800,Mainline,45.0,Medium,157,166,94.6,172,24,62,0,0.0,85,51,34
4809,2025-08-03,2025-08-03T09:03:00Z,ORD,ICT,ERJ-175,Express,71.0,Medium-High,81,76,106.6,114,9,46,4,0.0,-28,39,-67
5963,2025-08-04,2025-08-04T14:09:00Z,ORD,BDL,ERJ-175,Express,38.0,Medium-Low,68,70,97.1,112,28,26,4,0.0,96,34,62
5027,2025-08-11,2025-08-11T07:45:00Z,ORD,MCW,CRJ-200,Express,23.0,Medium-Low,12,50,24.0,24,5,7,0,0.0,52,29,23
4585,2025-08-01,2025-08-01T10:55:00Z,ORD,DAY,CRJ-550,Express,42.0,Medium,55,50,110.0,77,9,27,5,0.0,69,29,40
5272,2025-08-05,2025-08-05T10:35:00Z,ORD,MSN,CRJ-550,Express,41.0,Medium,61,50,122.0,37,4,12,5,0.0,69,29,40
4529,2025-08-07,2025-08-07T08:55:00Z,ORD,SGF,CRJ-550,Express,50.0,Medium,57,50,114.0,145,10,56,13,0.0,50,29,21
4574,2025-08-12,2025-08-12T10:56:00Z,ORD,YOW,CRJ-550,Express,43.0,Medium,40,50,80.0,70,4,31,0,0.0,102,37,65
4588,2025-08-14,2025-08-14T13:55:00Z,ORD,MDT,CRJ-550,Express,58.0,Medium,52,50,104.0,101,7,34,19,0.0,58,29,29
1077,2025-08-07,2025-08-07T06:00:00Z,ORD,DCA,B737-800,Mainline,32.0,Medium-Low,93,166,56.0,134,41,26,0,0.0,655,51,604
2106,2025-08-14,2025-08-14T21:40:00Z,ORD,SFO,A321-2NX,Mainline,58.0,Medium,199,200,99.5,240,33,87,0,0.0,75,62,13
5564,2025-08-09,2025-08-09T14:20:00Z,ORD,SBN,ERJ-175,Express,62.0,Medium-High,48,76,63.2,82,0,40,2,0.0,-32,34,-66
4792,2025-08-10,2025-08-10T17:57:00Z,ORD,ROA,ERJ-175,Express,39.0,Medium-Low,66,76,86.8,92,11,33,4,0.0,66,39,27
4571,2025-08-10,2025-08-10T20:00:00Z,ORD,XNA,CRJ-550,Express,53.0,Medium,56,50,112.0,48,2,22,0,0.0,85,29,56
